Host,Address,Transport,Port,Service
www.highwebmedia.com,104.16.46.23,tcp,443,http
www.highwebmedia.com,104.16.46.23,tcp,443,https
www.highwebmedia.com,104.16.46.23,tcp,8080,unknown
www.highwebmedia.com,104.16.46.23,tcp,8443,unknown
www.highwebmedia.com,104.16.47.23,tcp,80,http
www.highwebmedia.com,104.16.47.23,tcp,443,http
www.highwebmedia.com,104.16.47.23,tcp,443,https
www.highwebmedia.com,104.16.47.23,tcp,8080,unknown
www.highwebmedia.com,104.16.47.23,tcp,8443,unknown
www.highwebmedia.com,2606:4700::6810:2e17,tcp,80,http
www.highwebmedia.com,2606:4700::6810:2e17,tcp,443,http
www.highwebmedia.com,2606:4700::6810:2e17,tcp,443,https
www.highwebmedia.com,2606:4700::6810:2e17,tcp,8080,unknown
www.highwebmedia.com,2606:4700::6810:2e17,tcp,8443,unknown
www.highwebmedia.com,2606:4700::6810:2f17,tcp,80,http
www.highwebmedia.com,2606:4700::6810:2f17,tcp,443,http
www.highwebmedia.com,2606:4700::6810:2f17,tcp,443,https
www.highwebmedia.com,2606:4700::6810:2f17,tcp,8080,unknown
www.highwebmedia.com,2606:4700::6810:2f17,tcp,8443,unknown
www.securegatewayaccess.com,104.16.255.108,tcp,80,http
www.securegatewayaccess.com,104.16.255.108,tcp,443,http
www.securegatewayaccess.com,104.16.255.108,tcp,443,https
www.securegatewayaccess.com,104.16.255.108,tcp,8080,http
www.securegatewayaccess.com,104.16.255.108,tcp,8443,unknown
www.securegatewayaccess.com,104.17.1.108,tcp,80,http
www.securegatewayaccess.com,104.17.1.108,tcp,443,http
www.securegatewayaccess.com,104.17.1.108,tcp,443,https
www.securegatewayaccess.com,104.17.1.108,tcp,8080,http
www.securegatewayaccess.com,104.17.1.108,tcp,8443,unknown
