Host,Address,Transport,Port,Service,Component,Version
deliveroo.it,104.16.233.91,tcp,443,http,cloudflare/cloudflare,
deliveroo.it,104.16.233.91,tcp,443,https,cloudflare/cloudflare,
deliveroo.it,104.16.233.91,tcp,8080,http,cloudflare/cloudflare,
deliveroo.net,104.16.232.91,tcp,80,http,cloudflare/cloudflare,
deliveroo.net,104.16.232.91,tcp,443,http,cloudflare/cloudflare,
deliveroo.net,104.16.232.91,tcp,443,https,cloudflare/cloudflare,
deliveroo.net,104.16.232.91,tcp,8080,http,cloudflare/cloudflare,
deliveroo.net,104.16.232.91,tcp,8443,https,cloudflare/cloudflare,
deliveroo.net,104.16.233.91,tcp,80,http,cloudflare/cloudflare,
deliveroo.net,104.16.233.91,tcp,443,http,cloudflare/cloudflare,
deliveroo.net,104.16.233.91,tcp,443,https,cloudflare/cloudflare,
deliveroo.net,104.16.233.91,tcp,8080,http,cloudflare/cloudflare,
deliveroo.net,104.16.233.91,tcp,8443,https,cloudflare/cloudflare,
deliveroo.nl,104.18.176.81,tcp,80,http,cloudflare/cloudflare,
deliveroo.nl,104.18.176.81,tcp,443,http,cloudflare/cloudflare,
deliveroo.nl,104.18.176.81,tcp,443,https,cloudflare/cloudflare,
deliveroo.nl,104.18.176.81,tcp,8080,http,cloudflare/cloudflare,
deliveroo.nl,104.18.177.81,tcp,80,http,cloudflare/cloudflare,
deliveroo.nl,104.18.177.81,tcp,443,http,cloudflare/cloudflare,
deliveroo.nl,104.18.177.81,tcp,443,https,cloudflare/cloudflare,
deliveroo.nl,104.18.177.81,tcp,8080,http,cloudflare/cloudflare,
www.deliveroo.com,104.17.230.70,tcp,80,http,cloudflare/cloudflare,
www.deliveroo.com,104.17.230.70,tcp,443,http,cloudflare/cloudflare,
www.deliveroo.com,104.17.230.70,tcp,443,https,cloudflare/cloudflare,
www.deliveroo.com,104.17.230.70,tcp,8080,http,cloudflare/cloudflare,
www.deliveroo.com,104.17.230.70,tcp,8443,https,cloudflare/cloudflare,
www.deliveroo.com,104.17.231.70,tcp,80,http,cloudflare/cloudflare,
www.deliveroo.com,104.17.231.70,tcp,443,http,cloudflare/cloudflare,
www.deliveroo.com,104.17.231.70,tcp,443,https,cloudflare/cloudflare,
www.deliveroo.com,104.17.231.70,tcp,8080,http,cloudflare/cloudflare,
www.deliveroo.com,104.17.231.70,tcp,8443,https,cloudflare/cloudflare,
